Facility_INSPIRE_ID_cluster,Facility_INSPIRE_ID
ES.CAED/010967000.FACILITY,ES.CAED/001188000.FACILITY
ES.CAED/010976000.FACILITY,ES.EEA/9887.FACILITY
ES.CAED/010982000.FACILITY,ES.EEA/9854.FACILITY
ES.CAED/010994000.FACILITY,ES.EEA/9865.FACILITY
ES.CAED/011003000.FACILITY,ES.EEA/9876.FACILITY
ES.CAED/011011000.FACILITY,ES.EEA/9865.FACILITY
ES.CAED/011092000.FACILITY,ES.CAED/009217000.FACILITY
ES.CAED/011149000.FACILITY,ES.CAED/005628000.FACILITY
ES.CAED/011195000.FACILITY,ES.CAED/004145000.FACILITY
ES.CAED/011246000.FACILITY,ES.CAED/007070000.FACILITY
ES.CAED/011258000.FACILITY,ES.CAED/010678000.FACILITY
ES.CAED/011276000.FACILITY,ES.CAED/001153000.FACILITY
ES.CAED/011283000.FACILITY,ES.CAED/007820000.FACILITY
ES.CAED/011434000.FACILITY,ES.EEA/9895.FACILITY
ES.CAED/011451000.FACILITY,ES.EEA/9894.FACILITY
ES.CAED/011477000.FACILITY,ES.CAED/009659000.FACILITY
ES.CAED/011532000.FACILITY,ES.CAED/010334000.FACILITY
ES.CAED/011548000.FACILITY,ES.CAED/009217000.FACILITY
ES.CAED/011608000.FACILITY,ES.CAED/007619000.FACILITY
ES.CAED/011628000.FACILITY,ES.EEA/9895.FACILITY
ES.CAED/011642000.FACILITY,ES.CAED/008480000.FACILITY
ES.EEA/10003.FACILITY,ES.CAED/000958000.FACILITY
ES.EEA/10015.FACILITY,ES.CAED/005177000.FACILITY
ES.EEA/10043.FACILITY,ES.CAED/005185000.FACILITY
ES.EEA/10095.FACILITY,ES.EEA/7338.FACILITY
ES.EEA/2176.FACILITY,ES.EEA/906.FACILITY
ES.EEA/9819.FACILITY,ES.EEA/4887.FACILITY
ES.EEA/9821.FACILITY,ES.EEA/489.FACILITY
ES.EEA/9836.FACILITY,ES.CAED/007811000.FACILITY
ES.EEA/9839.FACILITY,ES.CAED/006973000.FACILITY
ES.EEA/9867.FACILITY,ES.CAED/004978000.FACILITY
ES.EEA/9880.FACILITY,ES.CAED/004996000.FACILITY
ES.EEA/9896.FACILITY,ES.EEA/5009.FACILITY
ES.EEA/9899.FACILITY,ES.CAED/005016000.FACILITY
ES.EEA/9912.FACILITY,ES.EEA/5032.FACILITY
ES.EEA/9930.FACILITY,ES.CAED/005045000.FACILITY
ES.EEA/9931.FACILITY,ES.CAED/005046000.FACILITY
ES.EEA/9933.FACILITY,ES.CAED/005047000.FACILITY
ES.EEA/9968.FACILITY,ES.EEA/3220.FACILITY
FR.CAED/10343.FACILITY,FR.CAED/10347.FACILITY
FR.CAED/10407.FACILITY,FR.EEA/068.02488.FACILITY
FR.CAED/1070.FACILITY,FR.CAED/1076.FACILITY
FR.CAED/10918.FACILITY,FR.EEA/070.01141.FACILITY
FR.CAED/11337.FACILITY,FR.EEA/070.04595.FACILITY
FR.CAED/1135.FACILITY,FR.EEA/33036002.FACILITY
FR.CAED/11983.FACILITY,FR.EEA/79500001.FACILITY
FR.CAED/12060.FACILITY,FR.EEA/065.06558.FACILITY
FR.CAED/12694.FACILITY,FR.CAED/9967.FACILITY
FR.CAED/13736.FACILITY,FR.EEA/221.00014.FACILITY
FR.CAED/13909.FACILITY,FR.CAED/30433.FACILITY
FR.CAED/13947.FACILITY,FR.EEA/01147112.FACILITY
FR.CAED/13999.FACILITY,FR.EEA/08314003.FACILITY
FR.CAED/14017.FACILITY,FR.EEA/11292003.FACILITY
FR.CAED/14020.FACILITY,FR.EEA/12056400.FACILITY
FR.CAED/14063.FACILITY,FR.EEA/75200087.FACILITY
FR.CAED/14070.FACILITY,FR.EEA/FR-522.00488.FACILITY
FR.CAED/14071.FACILITY,FR.EEA/22029041.FACILITY
FR.CAED/14104.FACILITY,FR.EEA/22116122.FACILITY
FR.CAED/14118.FACILITY,FR.EEA/22175071.FACILITY
FR.CAED/14119.FACILITY,FR.EEA/75600351.FACILITY
FR.CAED/14126.FACILITY,FR.EEA/22189131.FACILITY
FR.CAED/14143.FACILITY,FR.EEA/75100265.FACILITY
FR.CAED/14169.FACILITY,FR.EEA/FR-522.16212.FACILITY
FR.CAED/14193.FACILITY,FR.EEA/26014906.FACILITY
FR.CAED/14201.FACILITY,FR.EEA/26000006.FACILITY
FR.CAED/14209.FACILITY,FR.EEA/27025952.FACILITY
FR.CAED/14215.FACILITY,FR.EEA/27260003.FACILITY
FR.CAED/14221.FACILITY,FR.EEA/28111104.FACILITY
FR.CAED/14250.FACILITY,FR.EEA/75600097.FACILITY
FR.CAED/14263.FACILITY,FR.EEA/29068251.FACILITY
FR.CAED/14277.FACILITY,FR.EEA/75100011.FACILITY
FR.CAED/14305.FACILITY,FR.EEA/75600173.FACILITY
FR.CAED/14360.FACILITY,FR.EEA/29208092.FACILITY
FR.CAED/14373.FACILITY,FR.EEA/75600294.FACILITY
FR.CAED/14385.FACILITY,FR.EEA/055.01191.FACILITY
FR.CAED/14436.FACILITY,FR.CAED/5519.FACILITY
FR.CAED/14459.FACILITY,FR.EEA/35072229.FACILITY
FR.CAED/14474.FACILITY,FR.EEA/055.01430.FACILITY
FR.CAED/14481.FACILITY,FR.EEA/055.01466.FACILITY
FR.CAED/14538.FACILITY,FR.EEA/75640005.FACILITY
FR.CAED/14543.FACILITY,FR.EEA/75640002.FACILITY
FR.CAED/14583.FACILITY,FR.EEA/44041042.FACILITY
FR.CAED/14599.FACILITY,FR.EEA/44147197.FACILITY
FR.CAED/14617.FACILITY,FR.EEA/49000718.FACILITY
FR.CAED/14626.FACILITY,FR.EEA/54901593.FACILITY
FR.CAED/14635.FACILITY,FR.EEA/49001863.FACILITY
FR.CAED/14636.FACILITY,FR.EEA/49000279.FACILITY
FR.CAED/14641.FACILITY,FR.EEA/50189001.FACILITY
FR.CAED/14671.FACILITY,FR.EEA/53025207.FACILITY
FR.CAED/14681.FACILITY,FR.EEA/53127450.FACILITY
FR.CAED/14710.FACILITY,FR.EEA/53257131.FACILITY
FR.CAED/14712.FACILITY,FR.EEA/53228180.FACILITY
FR.CAED/14724.FACILITY,FR.EEA/55010801.FACILITY
FR.CAED/14727.FACILITY,FR.EEA/55118013.FACILITY
FR.CAED/14732.FACILITY,FR.EEA/55019007.FACILITY
FR.CAED/14733.FACILITY,FR.EEA/55463801.FACILITY
FR.CAED/14734.FACILITY,FR.EEA/55545801.FACILITY
FR.CAED/14738.FACILITY,FR.EEA/75600470.FACILITY
FR.CAED/14745.FACILITY,FR.EEA/75200181.FACILITY
FR.CAED/14747.FACILITY,FR.EEA/75600468.FACILITY
FR.CAED/14748.FACILITY,FR.EEA/75600469.FACILITY
FR.CAED/14751.FACILITY,FR.EEA/75600463.FACILITY
FR.CAED/14752.FACILITY,FR.EEA/75561011.FACILITY
FR.CAED/14754.FACILITY,FR.EEA/75200191.FACILITY
FR.CAED/14759.FACILITY,FR.EEA/75600401.FACILITY
FR.CAED/14761.FACILITY,FR.EEA/75656135.FACILITY
FR.CAED/14763.FACILITY,FR.EEA/75500001.FACILITY
FR.CAED/14765.FACILITY,FR.EEA/75600475.FACILITY
FR.CAED/14766.FACILITY,FR.EEA/75560138.FACILITY
FR.CAED/14772.FACILITY,FR.EEA/75600388.FACILITY
FR.CAED/14775.FACILITY,FR.EEA/75600382.FACILITY
FR.CAED/14776.FACILITY,FR.EEA/75600462.FACILITY
FR.CAED/14777.FACILITY,FR.EEA/75600467.FACILITY
FR.CAED/14780.FACILITY,FR.EEA/75200223.FACILITY
FR.CAED/14781.FACILITY,FR.EEA/75656120.FACILITY
FR.CAED/14782.FACILITY,FR.EEA/75200170.FACILITY
FR.CAED/14785.FACILITY,FR.EEA/75600433.FACILITY
FR.CAED/14786.FACILITY,FR.EEA/75300085.FACILITY
FR.CAED/14788.FACILITY,FR.EEA/75656115.FACILITY
FR.CAED/14794.FACILITY,FR.EEA/FR-556.03429.FACILITY
FR.CAED/14805.FACILITY,FR.EEA/75561012.FACILITY
FR.CAED/14807.FACILITY,FR.EEA/56253135.FACILITY
FR.CAED/14808.FACILITY,FR.EEA/75100002.FACILITY
FR.CAED/14811.FACILITY,FR.EEA/56165090.FACILITY
FR.CAED/14829.FACILITY,FR.EEA/59669506.FACILITY
FR.CAED/14841.FACILITY,FR.EEA/62366001.FACILITY
FR.CAED/14850.FACILITY,FR.EEA/64208035.FACILITY
FR.CAED/14857.FACILITY,FR.EEA/75664008.FACILITY
FR.CAED/14859.FACILITY,FR.EEA/75664009.FACILITY
FR.CAED/14871.FACILITY,FR.EEA/67202001.FACILITY
FR.CAED/14875.FACILITY,FR.EEA/67379001.FACILITY
FR.CAED/14877.FACILITY,FR.EEA/67015006.FACILITY
FR.CAED/14901.FACILITY,FR.EEA/75200102.FACILITY
FR.CAED/14915.FACILITY,FR.EEA/57200637.FACILITY
FR.CAED/14998.FACILITY,FR.EEA/75100133.FACILITY
FR.CAED/14999.FACILITY,FR.EEA/75600001.FACILITY
FR.CAED/15051.FACILITY,FR.EEA/79500008.FACILITY
FR.CAED/15094.FACILITY,FR.EEA/79314901.FACILITY
FR.CAED/15111.FACILITY,FR.EEA/072.01652.FACILITY
FR.CAED/15133.FACILITY,FR.EEA/80621027.FACILITY
FR.CAED/15142.FACILITY,FR.EEA/81143112.FACILITY
FR.CAED/15157.FACILITY,FR.EEA/75200019.FACILITY
FR.CAED/15158.FACILITY,FR.EEA/85103054.FACILITY
FR.CAED/15159.FACILITY,FR.EEA/75850236.FACILITY
FR.CAED/15164.FACILITY,FR.EEA/103781.FACILITY
FR.CAED/15184.FACILITY,FR.EEA/75850152.FACILITY
FR.CAED/15228.FACILITY,FR.EEA/87014001.FACILITY
FR.CAED/15255.FACILITY,FR.EEA/98122837.FACILITY
FR.CAED/15646.FACILITY,FR.EEA/058.01770.FACILITY
FR.CAED/16136.FACILITY,FR.EEA/105.00026.FACILITY
FR.CAED/16175.FACILITY,FR.CAED/13142.FACILITY
FR.CAED/16178.FACILITY,FR.EEA/26014975.FACILITY
FR.CAED/16191.FACILITY,FR.EEA/75600095.FACILITY
FR.CAED/16195.FACILITY,FR.EEA/29280123.FACILITY
FR.CAED/16197.FACILITY,FR.EEA/32361101.FACILITY
FR.CAED/16200.FACILITY,FR.EEA/75100109.FACILITY
FR.CAED/16203.FACILITY,FR.EEA/75600031.FACILITY
FR.CAED/16222.FACILITY,FR.EEA/543.00253.FACILITY
FR.CAED/16231.FACILITY,FR.EEA/54901218.FACILITY
FR.CAED/16233.FACILITY,FR.EEA/49003846.FACILITY
FR.CAED/16238.FACILITY,FR.EEA/50638149.FACILITY
FR.CAED/16254.FACILITY,FR.EEA/59237047.FACILITY
FR.CAED/16270.FACILITY,FR.EEA/57200049.FACILITY
FR.CAED/16301.FACILITY,FR.EEA/712.17401.FACILITY
FR.CAED/16304.FACILITY,FR.EEA/774.09301.FACILITY
FR.CAED/16306.FACILITY,FR.EEA/795.26801.FACILITY
FR.CAED/1674.FACILITY,FR.EEA/053.05422.FACILITY
FR.CAED/2516.FACILITY,FR.EEA/055.03522.FACILITY
FR.CAED/2843.FACILITY,FR.EEA/35085373.FACILITY
FR.CAED/30067.FACILITY,FR.EEA/47110012.FACILITY
FR.CAED/30206.FACILITY,FR.CAED/3376.FACILITY
FR.CAED/30355.FACILITY,FR.CAED/8011.FACILITY
FR.CAED/30380.FACILITY,FR.CAED/8705.FACILITY
FR.CAED/30421.FACILITY,FR.CAED/10348.FACILITY
FR.CAED/30510.FACILITY,FR.CAED/5010.FACILITY
FR.CAED/30535.FACILITY,FR.EEA/02813030.FACILITY
FR.CAED/30538.FACILITY,FR.EEA/03003065.FACILITY
FR.CAED/30545.FACILITY,FR.EEA/03146008.FACILITY
FR.CAED/30554.FACILITY,FR.EEA/08038090.FACILITY
FR.CAED/30555.FACILITY,FR.EEA/08038091.FACILITY
FR.CAED/30558.FACILITY,FR.EEA/08111090.FACILITY
FR.CAED/30580.FACILITY,FR.EEA/10121038.FACILITY
FR.CAED/30618.FACILITY,FR.EEA/22012004.FACILITY
FR.CAED/30626.FACILITY,FR.CAED/2818.FACILITY
FR.CAED/30633.FACILITY,FR.EEA/22027007.FACILITY
FR.CAED/30671.FACILITY,FR.EEA/103601.FACILITY
FR.CAED/30676.FACILITY,FR.EEA/22073106.FACILITY
FR.CAED/30695.FACILITY,FR.EEA/22077007.FACILITY
FR.CAED/30701.FACILITY,FR.EEA/22087239.FACILITY
FR.CAED/30722.FACILITY,FR.EEA/75400076.FACILITY
FR.CAED/30751.FACILITY,FR.EEA/522.02300.FACILITY
FR.CAED/30758.FACILITY,FR.EEA/522.02397.FACILITY
FR.CAED/30791.FACILITY,FR.EEA/75100240.FACILITY
FR.CAED/30792.FACILITY,FR.EEA/75600338.FACILITY
FR.CAED/30793.FACILITY,FR.EEA/22165064.FACILITY
FR.CAED/30800.FACILITY,FR.EEA/75100248.FACILITY
FR.CAED/30837.FACILITY,FR.EEA/75600353.FACILITY
FR.CAED/30838.FACILITY,FR.EEA/22207265.FACILITY
FR.CAED/30854.FACILITY,FR.EEA/22220233.FACILITY
FR.CAED/30879.FACILITY,FR.EEA/75200353.FACILITY
FR.CAED/30891.FACILITY,FR.EEA/75100365.FACILITY
FR.CAED/30894.FACILITY,FR.CAED/14150.FACILITY
FR.CAED/30898.FACILITY,FR.EEA/22275122.FACILITY
FR.CAED/30904.FACILITY,FR.EEA/22281115.FACILITY
FR.CAED/30954.FACILITY,FR.EEA/75100282.FACILITY
FR.CAED/30971.FACILITY,FR.EEA/75600335.FACILITY
FR.CAED/30981.FACILITY,FR.EEA/522.06480.FACILITY
FR.CAED/30982.FACILITY,FR.EEA/75600345.FACILITY
FR.CAED/30991.FACILITY,FR.EEA/75100253.FACILITY
FR.CAED/30992.FACILITY,FR.EEA/22229308.FACILITY
FR.CAED/31029.FACILITY,FR.CAED/14204.FACILITY
FR.CAED/31101.FACILITY,FR.EEA/29008110.FACILITY
FR.CAED/31102.FACILITY,FR.CAED/32742.FACILITY
FR.CAED/31143.FACILITY,FR.EEA/75600137.FACILITY
FR.CAED/31144.FACILITY,FR.EEA/75600076.FACILITY
FR.CAED/31147.FACILITY,FR.EEA/75600203.FACILITY
FR.CAED/31172.FACILITY,FR.EEA/29068188.FACILITY
FR.CAED/31175.FACILITY,FR.EEA/75600209.FACILITY
FR.CAED/31178.FACILITY,FR.EEA/75100079.FACILITY
FR.CAED/31186.FACILITY,FR.CAED/14274.FACILITY
FR.CAED/31196.FACILITY,FR.EEA/75100072.FACILITY
FR.CAED/31207.FACILITY,FR.EEA/75600154.FACILITY
FR.CAED/31217.FACILITY,FR.EEA/75290059.FACILITY
FR.CAED/31226.FACILITY,FR.EEA/75600125.FACILITY
FR.CAED/31227.FACILITY,FR.EEA/29149113.FACILITY
FR.CAED/31246.FACILITY,FR.EEA/75600171.FACILITY
FR.CAED/31254.FACILITY,FR.EEA/75600230.FACILITY
FR.CAED/31264.FACILITY,FR.EEA/75600297.FACILITY
FR.CAED/31265.FACILITY,FR.EEA/75290090.FACILITY
FR.CAED/31280.FACILITY,FR.EEA/75290100.FACILITY
FR.CAED/31292.FACILITY,FR.EEA/75600177.FACILITY
FR.CAED/31293.FACILITY,FR.EEA/75100104.FACILITY
FR.CAED/31298.FACILITY,FR.EEA/29213098.FACILITY
FR.CAED/31307.FACILITY,FR.EEA/75600066.FACILITY
FR.CAED/31317.FACILITY,FR.EEA/29229018.FACILITY
FR.CAED/31323.FACILITY,FR.EEA/75600237.FACILITY
FR.CAED/31349.FACILITY,FR.CAED/14321.FACILITY
FR.CAED/31375.FACILITY,FR.EEA/29278042.FACILITY
FR.CAED/31399.FACILITY,FR.CAED/14317.FACILITY
FR.CAED/31403.FACILITY,FR.CAED/14270.FACILITY
FR.CAED/31464.FACILITY,FR.EEA/75100126.FACILITY
FR.CAED/31474.FACILITY,FR.CAED/14498.FACILITY
FR.CAED/31491.FACILITY,FR.EEA/37098303.FACILITY
FR.CAED/31508.FACILITY,FR.EEA/38410056.FACILITY
FR.CAED/31510.FACILITY,FR.CAED/5519.FACILITY
FR.CAED/31511.FACILITY,FR.CAED/5519.FACILITY
FR.CAED/31512.FACILITY,FR.EEA/061.03244.FACILITY
FR.CAED/31531.FACILITY,FR.EEA/41002189.FACILITY
FR.CAED/31651.FACILITY,FR.EEA/45313540.FACILITY
FR.CAED/31669.FACILITY,FR.EEA/49005094.FACILITY
FR.CAED/31683.FACILITY,FR.EEA/54901038.FACILITY
FR.CAED/31692.FACILITY,FR.EEA/49002776.FACILITY
FR.CAED/31695.FACILITY,FR.EEA/49005446.FACILITY
FR.CAED/31706.FACILITY,FR.EEA/49002478.FACILITY
FR.CAED/31713.FACILITY,FR.EEA/49002367.FACILITY
FR.CAED/31744.FACILITY,FR.EEA/50346047.FACILITY
FR.CAED/31773.FACILITY,FR.CAED/14656.FACILITY
FR.CAED/31830.FACILITY,FR.EEA/56047098.FACILITY
FR.CAED/31832.FACILITY,FR.EEA/75656124.FACILITY
FR.CAED/31868.FACILITY,FR.EEA/210265.FACILITY
FR.CAED/31909.FACILITY,FR.EEA/75600386.FACILITY
FR.CAED/31957.FACILITY,FR.EEA/75560074.FACILITY
FR.CAED/31962.FACILITY,FR.EEA/56108133.FACILITY
FR.CAED/31981.FACILITY,FR.EEA/56127007.FACILITY
FR.CAED/31987.FACILITY,FR.EEA/75600474.FACILITY
FR.CAED/32009.FACILITY,FR.EEA/56137020.FACILITY
FR.CAED/32030.FACILITY,FR.EEA/56144094.FACILITY
FR.CAED/32037.FACILITY,FR.EEA/56146078.FACILITY
FR.CAED/32119.FACILITY,FR.EEA/75600461.FACILITY
FR.CAED/32120.FACILITY,FR.EEA/75560103.FACILITY
FR.CAED/32131.FACILITY,FR.EEA/56235120.FACILITY
FR.CAED/32147.FACILITY,FR.EEA/75560074.FACILITY
FR.CAED/32197.FACILITY,FR.EEA/56257023.FACILITY
FR.CAED/32204.FACILITY,FR.EEA/56264130.FACILITY
FR.CAED/32212.FACILITY,FR.EEA/56120050.FACILITY
FR.CAED/32222.FACILITY,FR.EEA/56249046.FACILITY
FR.CAED/32223.FACILITY,FR.EEA/56249058.FACILITY
FR.CAED/32304.FACILITY,FR.EEA/75400013.FACILITY
FR.CAED/32410.FACILITY,FR.EEA/72351001.FACILITY
FR.CAED/32417.FACILITY,FR.CAED/14988.FACILITY
FR.CAED/32449.FACILITY,FR.EEA/80384025.FACILITY
FR.CAED/32477.FACILITY,FR.EEA/10853981.FACILITY
FR.CAED/32610.FACILITY,FR.CAED/15178.FACILITY
FR.CAED/32630.FACILITY,FR.CAED/15182.FACILITY
FR.CAED/32635.FACILITY,FR.EEA/75850151.FACILITY
FR.CAED/32649.FACILITY,FR.CAED/15190.FACILITY
FR.CAED/32663.FACILITY,FR.EEA/10859470.FACILITY
FR.CAED/32720.FACILITY,FR.EEA/88332020.FACILITY
FR.CAED/32721.FACILITY,FR.EEA/89330536.FACILITY
FR.CAED/32740.FACILITY,FR.EEA/89120543.FACILITY
FR.CAED/32741.FACILITY,FR.EEA/89436557.FACILITY
FR.CAED/32807.FACILITY,FR.EEA/02372851.FACILITY
FR.CAED/32816.FACILITY,FR.CAED/13451.FACILITY
FR.CAED/32854.FACILITY,FR.CAED/13956.FACILITY
FR.CAED/32857.FACILITY,FR.CAED/9759.FACILITY
FR.CAED/32868.FACILITY,FR.CAED/15256.FACILITY
FR.CAED/32880.FACILITY,FR.CAED/15393.FACILITY
FR.CAED/33013.FACILITY,FR.CAED/5913.FACILITY
FR.CAED/33146.FACILITY,FR.CAED/15380.FACILITY
FR.CAED/3678.FACILITY,FR.EEA/057.02992.FACILITY
FR.CAED/3896.FACILITY,FR.CAED/15390.FACILITY
FR.CAED/4122.FACILITY,FR.EEA/058.00316.FACILITY
FR.CAED/4300.FACILITY,FR.CAED/4306.FACILITY
FR.CAED/556.FACILITY,FR.EEA/051.00864.FACILITY
FR.CAED/557.FACILITY,FR.EEA/051.01565.FACILITY
FR.CAED/558.FACILITY,FR.EEA/051.01657.FACILITY
FR.CAED/565.FACILITY,FR.EEA/051.05384.FACILITY
FR.CAED/6060.FACILITY,FR.CAED/6082.FACILITY
FR.CAED/6347.FACILITY,FR.EEA/062.00856.FACILITY
FR.CAED/706.FACILITY,FR.EEA/75200394.FACILITY
FR.CAED/7287.FACILITY,FR.EEA/063.04792.FACILITY
FR.CAED/7373.FACILITY,FR.EEA/063.00902.FACILITY
FR.CAED/8531.FACILITY,FR.CAED/8525.FACILITY
FR.CAED/9265.FACILITY,FR.CAED/8914.FACILITY
FR.CAED/9958.FACILITY,FR.CAED/5606.FACILITY
FR.EEA/02559061.FACILITY,FR.EEA/02559851.FACILITY
FR.EEA/22087265.FACILITY,FR.EEA/75600337.FACILITY
FR.EEA/22272094.FACILITY,FR.EEA/75600352.FACILITY
FR.EEA/29163071.FACILITY,FR.EEA/75100089.FACILITY
FR.EEA/29169057.FACILITY,FR.EEA/75100087.FACILITY
FR.EEA/29278069.FACILITY,FR.EEA/75600228.FACILITY
FR.EEA/503.00144.FACILITY,FR.EEA/03043107.FACILITY
FR.EEA/522.00593.FACILITY,FR.EEA/22032105.FACILITY
FR.EEA/522.01258.FACILITY,FR.EEA/22073106.FACILITY
FR.EEA/529.04052.FACILITY,FR.EEA/29277228.FACILITY
FR.EEA/54900121.FACILITY,FR.EEA/49003488.FACILITY
FR.EEA/54900170.FACILITY,FR.EEA/49005889.FACILITY
FR.EEA/54900177.FACILITY,FR.EEA/49002375.FACILITY
FR.EEA/54900220.FACILITY,FR.EEA/49005094.FACILITY
FR.EEA/54900293.FACILITY,FR.EEA/49001810.FACILITY
FR.EEA/54900784.FACILITY,FR.EEA/49001504.FACILITY
FR.EEA/54900839.FACILITY,FR.EEA/49003183.FACILITY
FR.EEA/54900884.FACILITY,FR.EEA/49000677.FACILITY
FR.EEA/54900901.FACILITY,FR.EEA/49001711.FACILITY
FR.EEA/54900932.FACILITY,FR.EEA/49002291.FACILITY
FR.EEA/54901188.FACILITY,FR.EEA/49002243.FACILITY
FR.EEA/54901225.FACILITY,FR.EEA/49002408.FACILITY
FR.EEA/54901272.FACILITY,FR.EEA/49003846.FACILITY
FR.EEA/54901322.FACILITY,FR.EEA/49002321.FACILITY
FR.EEA/54901421.FACILITY,FR.EEA/49002776.FACILITY
FR.EEA/54901489.FACILITY,FR.EEA/49005446.FACILITY
FR.EEA/54901508.FACILITY,FR.EEA/49005341.FACILITY
FR.EEA/54901547.FACILITY,FR.EEA/49003167.FACILITY
FR.EEA/54901647.FACILITY,FR.EEA/49001958.FACILITY
FR.EEA/54901719.FACILITY,FR.EEA/49002478.FACILITY
FR.EEA/54901760.FACILITY,FR.EEA/49002130.FACILITY
FR.EEA/54901964.FACILITY,FR.EEA/49002367.FACILITY
FR.EEA/54902222.FACILITY,FR.EEA/49001973.FACILITY
FR.EEA/54902244.FACILITY,FR.EEA/49002308.FACILITY
FR.EEA/54902651.FACILITY,FR.EEA/49002368.FACILITY
FR.EEA/56001053.FACILITY,FR.EEA/75200273.FACILITY
FR.EEA/56002046.FACILITY,FR.EEA/75600455.FACILITY
FR.EEA/56015001.FACILITY,FR.EEA/75200213.FACILITY
FR.EEA/56015018.FACILITY,FR.EEA/75600436.FACILITY
FR.EEA/56017002.FACILITY,FR.EEA/75200216.FACILITY
FR.EEA/56017349.FACILITY,FR.EEA/75560139.FACILITY
FR.EEA/56027018.FACILITY,FR.EEA/75600383.FACILITY
FR.EEA/56028013.FACILITY,FR.EEA/75200201.FACILITY
FR.EEA/56035080.FACILITY,FR.EEA/75200174.FACILITY
FR.EEA/56047080.FACILITY,FR.EEA/75600472.FACILITY
FR.EEA/56048017.FACILITY,FR.EEA/75656119.FACILITY
FR.EEA/56066036.FACILITY,FR.EEA/75600411.FACILITY
FR.EEA/56066059.FACILITY,FR.EEA/75600430.FACILITY
FR.EEA/56074009.FACILITY,FR.EEA/75200197.FACILITY
FR.EEA/56074066.FACILITY,FR.EEA/75200197.FACILITY
FR.EEA/56074355.FACILITY,FR.EEA/75560082.FACILITY
FR.EEA/56075018.FACILITY,FR.EEA/75600386.FACILITY
FR.EEA/56075162.FACILITY,FR.EEA/75600465.FACILITY
FR.EEA/56075902.FACILITY,FR.EEA/75560126.FACILITY
FR.EEA/56080105.FACILITY,FR.EEA/75600457.FACILITY
FR.EEA/56080183.FACILITY,FR.EEA/75600393.FACILITY
FR.EEA/56090009.FACILITY,FR.EEA/75600419.FACILITY
FR.EEA/56092072.FACILITY,FR.EEA/75200166.FACILITY
FR.EEA/56099010.FACILITY,FR.EEA/75200188.FACILITY
FR.EEA/56099062.FACILITY,FR.EEA/75000189.FACILITY
FR.EEA/56101623.FACILITY,FR.EEA/75600381.FACILITY
FR.EEA/56102142.FACILITY,FR.EEA/75200204.FACILITY
FR.EEA/56102514.FACILITY,FR.EEA/75560081.FACILITY
FR.EEA/56102541.FACILITY,FR.EEA/75500036.FACILITY
FR.EEA/56122108.FACILITY,FR.EEA/75200226.FACILITY
FR.EEA/56127168.FACILITY,FR.EEA/75600474.FACILITY
FR.EEA/56127307.FACILITY,FR.EEA/75562023.FACILITY
FR.EEA/56136156.FACILITY,FR.EEA/75560026.FACILITY
FR.EEA/56140001.FACILITY,FR.EEA/75200193.FACILITY
FR.EEA/56140347.FACILITY,FR.EEA/75200222.FACILITY
FR.EEA/56141004.FACILITY,FR.EEA/146508.FACILITY
FR.EEA/56172134.FACILITY,FR.EEA/75560298.FACILITY
FR.EEA/56173083.FACILITY,FR.EEA/75560074.FACILITY
FR.EEA/56174071.FACILITY,FR.EEA/75560005.FACILITY
FR.EEA/56175329.FACILITY,FR.EEA/75600379.FACILITY
FR.EEA/56182022.FACILITY,FR.EEA/75656119.FACILITY
FR.EEA/56182090.FACILITY,FR.EEA/75656115.FACILITY
FR.EEA/56184056.FACILITY,FR.EEA/75560103.FACILITY
FR.EEA/56184120.FACILITY,FR.EEA/75600461.FACILITY
FR.EEA/56191018.FACILITY,FR.EEA/75200268.FACILITY
FR.EEA/56192025.FACILITY,FR.EEA/75200243.FACILITY
FR.EEA/56200080.FACILITY,FR.EEA/75500017.FACILITY
FR.EEA/56200409.FACILITY,FR.EEA/75562030.FACILITY
FR.EEA/56218048.FACILITY,FR.EEA/75600406.FACILITY
FR.EEA/56219015.FACILITY,FR.EEA/75600404.FACILITY
FR.EEA/56221029.FACILITY,FR.EEA/75600387.FACILITY
FR.EEA/56222062.FACILITY,FR.EEA/56017046.FACILITY
FR.EEA/56229045.FACILITY,FR.EEA/75200249.FACILITY
FR.EEA/56235902.FACILITY,FR.EEA/75560096.FACILITY
FR.EEA/56253246.FACILITY,FR.EEA/75656111.FACILITY
FR.EEA/56254014.FACILITY,FR.EEA/75600378.FACILITY
FR.EEA/56261007.FACILITY,FR.EEA/75600442.FACILITY
FR.EEA/58500423.FACILITY,FR.EEA/10854129.FACILITY
FR.EEA/75200202.FACILITY,FR.EEA/75600397.FACILITY
FR.EEA/75290101.FACILITY,FR.EEA/29116011.FACILITY
FR.EEA/75560089.FACILITY,FR.EEA/75200197.FACILITY
FR.EEA/75560090.FACILITY,FR.EEA/75500005.FACILITY
FR.EEA/75560288.FACILITY,FR.EEA/75200183.FACILITY
FR.EEA/75600254.FACILITY,FR.EEA/29251074.FACILITY
FR.EEA/98108026.FACILITY,FR.EEA/98022501.FACILITY
FR.EEA/FR-529.03929.FACILITY,FR.EEA/75290148.FACILITY
FR.EEA/FR-556.01738.FACILITY,FR.EEA/75656135.FACILITY
GB.EEA/DECCOffsh-North-Sea-Producer-FPSO-(previously_DECCOffsh-MacCulloch-FPSO.FACILITY,GB.EEA/DECCOffsh-MacCulloch-FPSO.FACILITY
